"URI","rdf-schema#label","areaTotal","populationDensity","anthem_label","anthem","areaTotal","capital_label","capital","currency_label","currency","demonym","dissolutionDate","dissolutionYear","ethnicGroup_label","ethnicGroup","flag","foundingDate","foundingYear","governmentType_label","governmentType","language_label","language","leader_label","leader","leaderTitle","longName","motto","officialLanguage_label","officialLanguage","populationDensity","populationTotal","timeZone_label","timeZone"
"http://dbpedia.org/resource/Belgian_Congo","Belgian Congo","NULL","NULL","Brabançonne","http://dbpedia.org/resource/Braban%C3%A7onne","NULL","Kinshasa","http://dbpedia.org/resource/Kinshasa","Congolese franc","http://dbpedia.org/resource/Congolese_franc","NULL","1960-06-30","1960-01-01T00:00:00+02:00","NULL","NULL","NULL","1908-11-15","1908-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{(Work and Progress)|Travail et Progrès}","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Belgian_colonial_empire","Belgian colonial empire","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Flag of Belgium.svg","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Belgian_government_in_exile","Belgian government in exile","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Belgium","Belgium","{30528.0|30528.189856530433}","{363.58468065625044|363.6}","Brabançonne","http://dbpedia.org/resource/Braban%C3%A7onne","{3.0528e+10|3.05282e+10}","Brussels","http://dbpedia.org/resource/Brussels","Euro","http://dbpedia.org/resource/Euro","Belgian","NULL","NULL","NULL","NULL","Flag of Belgium.svg","{1830-10-04|1839-04-19}","NULL","NULL","NULL","Dutch language","http://dbpedia.org/resource/Dutch_language","{Philippe of Belgium|Elio Di Rupo}","{http://dbpedia.org/resource/Philippe_of_Belgium|http://dbpedia.org/resource/Elio_Di_Rupo}","{King|Prime Minister}","Kingdom of Belgium","NULL","Dutch language","http://dbpedia.org/resource/Dutch_language","{363.585|363.6}","NULL","Central European Time","http://dbpedia.org/resource/Central_European_Time"
"http://dbpedia.org/resource/Belgium_(1914%E2%80%9318)","Belgium (1914–18)","NULL","NULL","Brabançonne","http://dbpedia.org/resource/Braban%C3%A7onne","NULL","City of Brussels","http://dbpedia.org/resource/City_of_Brussels","Belgian franc","http://dbpedia.org/resource/Belgian_franc","NULL","NULL","1940-01-01T00:00:00+02:00","NULL","NULL","NULL","1918-11-11","1918-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{Eendracht maakt macht(Dutch)|Einigkeit macht stark(German)|L'union fait la force(French)|Strength through Unity (lit. Unity makes strength)}","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Belgiums","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Belize","Belize","{22965.42457434931|22966.0}","{14.5|14.55605137705021}","{Land of the Free|Honors music}","{http://dbpedia.org/resource/Land_of_the_Free|http://dbpedia.org/resource/Honors_music}","{2.29654e+10|2.2966e+10}","Belmopan","http://dbpedia.org/resource/Belmopan","Belize dollar","http://dbpedia.org/resource/Belize_dollar","Belizean","NULL","NULL","NULL","NULL","Flag of Belize.svg","1981-09-21","NULL","Unitary state","http://dbpedia.org/resource/Unitary_state","English language","http://dbpedia.org/resource/English_language","{Colville Young|Dean Barrow|Elizabeth II}","{http://dbpedia.org/resource/Colville_Young|http://dbpedia.org/resource/Dean_Barrow|http://dbpedia.org/resource/Elizabeth_II}","{Governor-General|Monarch|Prime Minister}","Belize","NULL","English language","http://dbpedia.org/resource/English_language","{14.5|14.5561}","334297","Central Time Zone","http://dbpedia.org/resource/Central_Time_Zone"
"http://dbpedia.org/resource/Belonger_status","Belonger status","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Bengal_Sultanate","Bengal Sultanate","NULL","NULL","NULL","NULL","NULL","{Gauḍa (city)|Sonargaon|Pandua Malda}","{http://dbpedia.org/resource/Gau%E1%B8%8Da_(city)|http://dbpedia.org/resource/Sonargaon|http://dbpedia.org/resource/Pandua,_Malda}","Bangladeshi taka","http://dbpedia.org/resource/Bangladeshi_taka","NULL","NULL","1576-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","1352-01-01T00:00:00+02:00","Monarchy","http://dbpedia.org/resource/Monarchy","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Benin","Benin","{112623.04298985063|114763.0}","{78.06985645728255|78.1}","NULL","NULL","{1.12623e+11|1.14763e+11}","Porto-Novo","http://dbpedia.org/resource/Porto-Novo","West African CFA franc","http://dbpedia.org/resource/West_African_CFA_franc","Beninese Beninois","NULL","NULL","NULL","NULL","Flag of Benin.svg","1960-08-01","NULL","Presidential system","http://dbpedia.org/resource/Presidential_system","{French language|Fon language}","{http://dbpedia.org/resource/French_language|http://dbpedia.org/resource/Fon_language}","Yayi Boni","http://dbpedia.org/resource/Yayi_Boni","President","Republic of Benin","NULL","French language","http://dbpedia.org/resource/French_language","{78.0699|78.1}","10323000","West Africa Time","http://dbpedia.org/resource/West_Africa_Time"
"http://dbpedia.org/resource/Benin_Empire","Benin Empire","NULL","NULL","NULL","NULL","NULL","Benin City","http://dbpedia.org/resource/Benin_City","NULL","NULL","NULL","NULL","1897-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","1440-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Berbice","Berbice","NULL","NULL","NULL","NULL","NULL","{Fort Nassau (Guyana)|New Amsterdam Guyana}","{http://dbpedia.org/resource/Fort_Nassau_(Guyana)|http://dbpedia.org/resource/New_Amsterdam,_Guyana}","NULL","NULL","NULL","1815-11-20","1815-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","1627-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Berchtesgaden_Provostry","Berchtesgaden Provostry","NULL","NULL","NULL","NULL","NULL","Berchtesgaden","http://dbpedia.org/resource/Berchtesgaden","NULL","NULL","NULL","NULL","1803-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","1194-01-01T00:00:00+02:00","Imperial State","http://dbpedia.org/resource/Imperial_State","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Berg_(state)","Berg (state)","NULL","NULL","NULL","NULL","NULL","Düsseldorf","http://dbpedia.org/resource/D%C3%BCsseldorf","NULL","NULL","NULL","1815-06-09","1815-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","1101-01-01T00:00:00+02:00","Absolute monarchy","http://dbpedia.org/resource/Absolute_monarchy","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Bermuda","Bermuda","{53.2|53.3537550729216}","{1271.4344080802744|1275.0}","{God Save the Queen|Hail to Bermuda}","{http://dbpedia.org/resource/God_Save_the_Queen|http://dbpedia.org/resource/Hail_to_Bermuda}","{5.32e+07|5.33538e+07}","Hamilton Bermuda","http://dbpedia.org/resource/Hamilton,_Bermuda","Bermudian dollar","http://dbpedia.org/resource/Bermudian_dollar","Bermudian","NULL","NULL","NULL","NULL","Flag of Bermuda.svg","NULL","NULL","NULL","NULL","English language","http://dbpedia.org/resource/English_language","{Mark Simmonds|Craig Cannonier|Elizabeth II|George Fergusson (diplomat)}","{http://dbpedia.org/resource/Mark_Simmonds|http://dbpedia.org/resource/Craig_Cannonier|http://dbpedia.org/resource/Elizabeth_II|http://dbpedia.org/resource/George_Fergusson_(diplomat)}","{Governor|Monarch|Premier|Responsible Ministerb (UK)}","Bermuda","NULL","English language","http://dbpedia.org/resource/English_language","{1271.43|1275.0}","NULL","Atlantic Time Zone","http://dbpedia.org/resource/Atlantic_Time_Zone"
"http://dbpedia.org/resource/Bermuda_national_cricket_team","Bermuda national cricket team","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Bernicia","Bernicia","NULL","NULL","NULL","NULL","NULL","Bamburgh","http://dbpedia.org/resource/Bamburgh","NULL","NULL","NULL","NULL","0634-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","0420-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Bessarabia_Governorate","Bessarabia Governorate","NULL","NULL","NULL","NULL","NULL","Chișinău","http://dbpedia.org/resource/Chi%C8%99in%C4%83u","NULL","NULL","NULL","NULL","1917-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","1812-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Beylik_of_%C3%87ubuko%C4%9Fullar%C4%B1","Beylik of Çubukoğulları","NULL","NULL","NULL","NULL","NULL","Elâzığ","http://dbpedia.org/resource/El%C3%A2z%C4%B1%C4%9F","NULL","NULL","NULL","NULL","1112-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","1085-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Beylik_of_Tunis","Beylik of Tunis","NULL","NULL","As-Salam al-Bey","http://dbpedia.org/resource/As-Salam_al-Bey","NULL","NULL","NULL","Tunisian rial","http://dbpedia.org/resource/Tunisian_rial","NULL","1881-05-12","1881-01-01T00:00:00+02:00","NULL","NULL","NULL","1705-07-15","1705-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Beyliks_of_Canik","Beyliks of Canik","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1460-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","1300-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Bhopal_State","Bhopal State","NULL","NULL","NULL","NULL","NULL","{Bhopal|Islamnagar Bhopal}","{http://dbpedia.org/resource/Bhopal|http://dbpedia.org/resource/Islamnagar,_Bhopal}","NULL","NULL","NULL","1949-06-01","1949-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","1723-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Nasr Minullah","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Bhutan","Bhutan","{38393.98374762086|38394.0}","{17.99236058807798|18.0}","Druk tsendhen","http://dbpedia.org/resource/Druk_tsendhen","3.8394e+10","Thimphu","http://dbpedia.org/resource/Thimphu","Bhutanese ngultrum","http://dbpedia.org/resource/Bhutanese_ngultrum","Bhutanese","NULL","NULL","NULL","NULL","Flag of Bhutan.svg","1907-12-17","NULL","Unitary state","http://dbpedia.org/resource/Unitary_state","Dzongkha","http://dbpedia.org/resource/Dzongkha","{Tshering Tobgay|Jigme Khesar Namgyel Wangchuck}","{http://dbpedia.org/resource/Tshering_Tobgay|http://dbpedia.org/resource/Jigme_Khesar_Namgyel_Wangchuck}","{King|Prime Minister}","Kingdom of Bhutan","NULL","Dzongkha","http://dbpedia.org/resource/Dzongkha","{17.9924|18.0}","742737","Bhutan Time","http://dbpedia.org/resource/Bhutan_Time"
"http://dbpedia.org/resource/Biafra","Biafra","NULL","NULL","Land of the Rising Sun (anthem)","http://dbpedia.org/resource/Land_of_the_Rising_Sun_(anthem)","NULL","NULL","NULL","Biafran pound","http://dbpedia.org/resource/Biafran_pound","NULL","1970-01-15","1970-01-01T00:00:00+02:00","NULL","NULL","NULL","1967-05-30","1967-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Peace Unity and Freedom.","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Biberach_an_der_Riss__Parit%C3%A4tische_Reichsstadt_Biberach_an_der_Ri%C3%9F__1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1803-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","1281-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Biha%C4%87_Republic","Bihać Republic","NULL","NULL","NULL","NULL","NULL","Bihać","http://dbpedia.org/resource/Biha%C4%87","NULL","NULL","NULL","NULL","1943-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","1942-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Bima_Sultanate","Bima Sultanate","NULL","NULL","NULL","NULL","NULL","Bima","http://dbpedia.org/resource/Bima","NULL","NULL","NULL","NULL","1669-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","1620-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Bishopric_of_%C3%96sel%E2%80%93Wiek","Bishopric of Ösel–Wiek","NULL","NULL","NULL","NULL","NULL","{Pärnu|Haapsalu|Kuressaare|Lihula}","{http://dbpedia.org/resource/P%C3%A4rnu|http://dbpedia.org/resource/Haapsalu|http://dbpedia.org/resource/Kuressaare|http://dbpedia.org/resource/Lihula}","NULL","NULL","NULL","NULL","1560-01-01T00:00:00+02:00","NULL","NULL","NULL","1228-10-01","1228-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Bishopric_of_Brandenburg","Bishopric of Brandenburg","NULL","NULL","NULL","NULL","NULL","Brandenburg an der Havel","http://dbpedia.org/resource/Brandenburg_an_der_Havel","Rixdollar","http://dbpedia.org/resource/Rixdollar","NULL","NULL","1571-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","1165-01-01T00:00:00+02:00","{Pope|Cathedral chapter|Elective monarchy|Episcopal see}","{http://dbpedia.org/resource/Pope|http://dbpedia.org/resource/Cathedral_chapter|http://dbpedia.org/resource/Elective_monarchy|http://dbpedia.org/resource/Episcopal_see}","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Bishopric_of_Brixen","Bishopric of Brixen","NULL","NULL","NULL","NULL","NULL","Brixen","http://dbpedia.org/resource/Brixen","NULL","NULL","NULL","NULL","1803-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","1027-01-01T00:00:00+02:00","Prince-bishop","http://dbpedia.org/resource/Prince-bishop","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Bishopric_of_Cammin__Hochstift_Cammina__1","NULL","NULL","NULL","NULL","NULL","NULL","{Kołobrzeg|Usedom Abbey|Koszalin|Wolin (town)|Kamień Pomorski}","{http://dbpedia.org/resource/Ko%C5%82obrzeg|http://dbpedia.org/resource/Usedom_Abbey|http://dbpedia.org/resource/Koszalin|http://dbpedia.org/resource/Wolin_(town)|http://dbpedia.org/resource/Kamie%C5%84_Pomorski}","NULL","NULL","NULL","NULL","1650-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","1248-01-01T00:00:00+02:00","{Cathedral chapter|Elective monarchy|Episcopal see}","{http://dbpedia.org/resource/Cathedral_chapter|http://dbpedia.org/resource/Elective_monarchy|http://dbpedia.org/resource/Episcopal_see}","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Bishopric_of_Constance","Bishopric of Constance","NULL","NULL","NULL","NULL","NULL","{Konstanz|Meersburg}","{http://dbpedia.org/resource/Konstanz|http://dbpedia.org/resource/Meersburg}","NULL","NULL","NULL","NULL","1803-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","1155-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Bishopric_of_Courland","Bishopric of Courland","NULL","NULL","NULL","NULL","NULL","Piltene","http://dbpedia.org/resource/Piltene","NULL","NULL","NULL","1562-04-20","1562-01-01T00:00:00+02:00","NULL","NULL","NULL","1234-02-11","1234-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Bishopric_of_Dorpat","Bishopric of Dorpat","NULL","NULL","NULL","NULL","NULL","Tartu","http://dbpedia.org/resource/Tartu","NULL","NULL","NULL","NULL","1558-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","1224-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Bishopric_of_Eichst%C3%A4tt","Bishopric of Eichstätt","NULL","NULL","NULL","NULL","NULL","Eichstätt","http://dbpedia.org/resource/Eichst%C3%A4tt","NULL","NULL","NULL","NULL","1802-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","1305-01-01T00:00:00+02:00","Prince-bishop","http://dbpedia.org/resource/Prince-bishop","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Bishopric_of_Halberstadt","Bishopric of Halberstadt","NULL","NULL","NULL","NULL","NULL","Halberstadt","http://dbpedia.org/resource/Halberstadt","NULL","NULL","NULL","NULL","1648-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","1180-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Bishopric_of_Havelberg","Bishopric of Havelberg","NULL","NULL","NULL","NULL","NULL","{Havelberg|Wittstock}","{http://dbpedia.org/resource/Havelberg|http://dbpedia.org/resource/Wittstock}","NULL","NULL","NULL","NULL","1598-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","1151-01-01T00:00:00+02:00","Prince-bishop","http://dbpedia.org/resource/Prince-bishop","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Bishopric_of_Hildesheim","Bishopric of Hildesheim","NULL","NULL","NULL","NULL","NULL","Hildesheim","http://dbpedia.org/resource/Hildesheim","NULL","NULL","NULL","NULL","1803-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","1235-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Bishopric_of_L%C3%BCbeck","Bishopric of Lübeck","NULL","NULL","NULL","NULL","NULL","Eutin","http://dbpedia.org/resource/Eutin","NULL","NULL","NULL","NULL","1803-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","1180-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Bishopric_of_Lebus","Bishopric of Lebus","NULL","NULL","NULL","NULL","NULL","{Fürstenwalde|Lebus|Górzyca Lubusz Voivodeship}","{http://dbpedia.org/resource/F%C3%BCrstenwalde|http://dbpedia.org/resource/Lebus|http://dbpedia.org/resource/G%C3%B3rzyca,_Lubusz_Voivodeship}","NULL","NULL","NULL","NULL","1555-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","1248-01-01T00:00:00+02:00","Prince-bishop","http://dbpedia.org/resource/Prince-bishop","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Bishopric_of_Merseburg","Bishopric of Merseburg","NULL","NULL","NULL","NULL","NULL","Merseburg","http://dbpedia.org/resource/Merseburg","NULL","NULL","NULL","NULL","1565-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","1004-01-01T00:00:00+02:00","Princes of the Holy Roman Empire","http://dbpedia.org/resource/Princes_of_the_Holy_Roman_Empire","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Bishopric_of_Metz","Bishopric of Metz","NULL","NULL","NULL","NULL","NULL","{Metz|Vic-sur-Seille}","{http://dbpedia.org/resource/Metz|http://dbpedia.org/resource/Vic-sur-Seille}","NULL","NULL","NULL","NULL","1552-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","0010-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Bishopric_of_Minden","Bishopric of Minden","NULL","NULL","NULL","NULL","NULL","Minden","http://dbpedia.org/resource/Minden","NULL","NULL","NULL","NULL","1648-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","1180-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Bishopric_of_Ratzeburg","Bishopric of Ratzeburg","NULL","NULL","NULL","NULL","NULL","Ratzeburg","http://dbpedia.org/resource/Ratzeburg","NULL","NULL","NULL","NULL","1648-01-01T00:00:00+02:00","NULL","NULL","NULL","1236-07-15","1236-01-01T00:00:00+02:00","{Pope|Cathedral chapter|Elective monarchy|Episcopal see}","{http://dbpedia.org/resource/Pope|http://dbpedia.org/resource/Cathedral_chapter|http://dbpedia.org/resource/Elective_monarchy|http://dbpedia.org/resource/Episcopal_see}","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Bishopric_of_Regensburg","Bishopric of Regensburg","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1803-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","0013-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Bishopric_of_Speyer","Bishopric of Speyer","NULL","NULL","NULL","NULL","NULL","{Philippsburg|Speyer|Bruchsal}","{http://dbpedia.org/resource/Philippsburg|http://dbpedia.org/resource/Speyer|http://dbpedia.org/resource/Bruchsal}","NULL","NULL","NULL","NULL","1803-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","0888-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Bishopric_of_Strasbourg","Bishopric of Strasbourg","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1803-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","0982-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Bishopric_of_Trent","Bishopric of Trent","NULL","NULL","NULL","NULL","NULL","Trento","http://dbpedia.org/resource/Trento","NULL","NULL","NULL","NULL","1803-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","1027-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Bishopric_of_Utrecht","Bishopric of Utrecht","NULL","NULL","NULL","NULL","NULL","Utrecht","http://dbpedia.org/resource/Utrecht","NULL","NULL","NULL","1528-08-21","1528-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","1024-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Bishopric_of_Verdun","Bishopric of Verdun","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1552-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","0997-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Bishopric_of_W%C3%BCrzburg","Bishopric of Würzburg","NULL","NULL","NULL","NULL","NULL","Bishopric of Würzburg","http://dbpedia.org/resource/Bishopric_of_W%C3%BCrzburg","NULL","NULL","NULL","1803-02-25","1803-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","1168-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Bishopric_of_Worms","Bishopric of Worms","NULL","NULL","NULL","NULL","NULL","{Worms Germany|Ladenburg}","{http://dbpedia.org/resource/Worms,_Germany|http://dbpedia.org/resource/Ladenburg}","NULL","NULL","NULL","NULL","1801-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","0861-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Black_Africans_in_Poland","Black Africans in Poland","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Black_Sea_Cossack_Host","Black Sea Cossack Host","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
