"URI","rdf-schema#label","areaTotal","populationDensity","anthem_label","anthem","areaTotal","capital_label","capital","currency_label","currency","demonym","dissolutionDate","dissolutionYear","ethnicGroup_label","ethnicGroup","flag","foundingDate","foundingYear","governmentType_label","governmentType","language_label","language","leader_label","leader","leaderTitle","longName","motto","officialLanguage_label","officialLanguage","populationDensity","populationTotal","timeZone_label","timeZone"
"http://dbpedia.org/resource/Medes","Medes","NULL","NULL","NULL","NULL","NULL","{Hamedan|Ecbatana}","{http://dbpedia.org/resource/Hamedan|http://dbpedia.org/resource/Ecbatana}","NULL","NULL","NULL","NULL","-549-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","-678-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Media_of_Cambodia","Media of Cambodia","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Medieval_Iraq","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Medri_Bahri","Medri Bahri","NULL","NULL","NULL","NULL","NULL","Debarwa","http://dbpedia.org/resource/Debarwa","NULL","NULL","NULL","NULL","1890-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","1137-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Meir%C3%A1s_(San_Marti%C3%B1o)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Member_states_of_the_Commonwealth_of_Nations","Member states of the Commonwealth of Nations","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Member_states_of_the_United_Nations","Member states of the United Nations","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Memleben_Abbey","Memleben Abbey","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1015-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","0010-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Mengjiang","Mengjiang","NULL","NULL","NULL","NULL","NULL","Zhangjiakou","http://dbpedia.org/resource/Zhangjiakou","NULL","NULL","NULL","NULL","1945-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","1939-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Mercia","Mercia","NULL","NULL","NULL","NULL","NULL","Tamworth Staffordshire","http://dbpedia.org/resource/Tamworth,_Staffordshire","Pound sterling","http://dbpedia.org/resource/Pound_sterling","NULL","NULL","0918-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","0527-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Mercosur","Mercosur","1.2781179E7","{21.8|21.814771957648194}","NULL","NULL","1.27812e+13","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{Afro-Latin American|Multiracial|White Latin American}","{http://dbpedia.org/resource/Afro-Latin_American|http://dbpedia.org/resource/Multiracial|http://dbpedia.org/resource/White_Latin_American}","NULL","{1991-03-26|1994-12-16}","NULL","NULL","NULL","Spanish language","http://dbpedia.org/resource/Spanish_language","Nicolás Maduro","http://dbpedia.org/resource/Nicol%C3%A1s_Maduro","NULL","NULL","NULL","NULL","NULL","{21.8|21.8148}","275499000","NULL","NULL"
"http://dbpedia.org/resource/Merina_Kingdom","Merina Kingdom","NULL","NULL","NULL","NULL","NULL","Antananarivo","http://dbpedia.org/resource/Antananarivo","NULL","NULL","NULL","NULL","1897-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","1540-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Merkit","Merkit","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1200-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","0011-01-01T00:00:00+02:00","Elective monarchy","http://dbpedia.org/resource/Elective_monarchy","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Merseburg__Herzogtum_Sachsen-Merseburg__1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1738-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","1656-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Metsepole","Metsepole","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1206-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Mexican_People","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Mexican_nationality_law","Mexican nationality law","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Mexico","Mexico","{1972550.0|1972550.4847605596}","{54.82650651302732|57.0}","Himno Nacional Mexicano","http://dbpedia.org/resource/Himno_Nacional_Mexicano","1.97255e+12","Mexico City","http://dbpedia.org/resource/Mexico_City","Mexican peso","http://dbpedia.org/resource/Mexican_peso","Mexican","NULL","NULL","NULL","NULL","Flag of Mexico.svg","{1810-09-16|1821-09-27}","NULL","NULL","NULL","Spanish language","http://dbpedia.org/resource/Spanish_language","{Ernesto Cordero Arroyo|Enrique Peña Nieto|Miguel Ángel Osorio Chong|Ricardo Anaya Cortés|Juan N. Silva Meza}","{http://dbpedia.org/resource/Ernesto_Cordero_Arroyo|http://dbpedia.org/resource/Enrique_Pe%C3%B1a_Nieto|http://dbpedia.org/resource/Miguel_%C3%81ngel_Osorio_Chong|http://dbpedia.org/resource/Ricardo_Anaya_Cort%C3%A9s|http://dbpedia.org/resource/Juan_N._Silva_Meza}","{President|President of the Senate|Secretary of the Interior|President of the Chamber of Deputies|Supreme Court President}","United Mexican States","None","NULL","NULL","{54.8265|57.0}","118395054","Time in Mexico","http://dbpedia.org/resource/Time_in_Mexico"
"http://dbpedia.org/resource/Michaelsberg_Abbey,_Siegburg","Michaelsberg Abbey Siegburg","NULL","NULL","NULL","NULL","NULL","Siegburg","http://dbpedia.org/resource/Siegburg","NULL","NULL","NULL","NULL","1803-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","1512-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Middle_Saxons","Middle Saxons","NULL","NULL","NULL","NULL","NULL","London","http://dbpedia.org/resource/London","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Mihrabanids","Mihrabanids","NULL","NULL","NULL","NULL","NULL","Zaranj","http://dbpedia.org/resource/Zaranj","NULL","NULL","NULL","NULL","1537-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","1236-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Military-Political_System_of_Samos","Military-Political System of Samos","NULL","NULL","NULL","NULL","NULL","Vathy Samos","http://dbpedia.org/resource/Vathy,_Samos","NULL","NULL","NULL","NULL","1834-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","1821-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Military_Administration_in_Belgium_and_Northern_France","Military Administration in Belgium and Northern France","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Reichskreditkaschenscheine","http://dbpedia.org/resource/Reichskreditkaschenscheine","NULL","NULL","1944-01-01T00:00:00+02:00","NULL","NULL","NULL","1944-07-12","{1940-01-01T00:00:00+02:00|1944-01-01T00:00:00+02:00}","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Military_Administration_in_Poland","Military Administration in Poland","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1939-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","1939-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Military_Frontier","Military Frontier","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1882-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","0016-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Military_dictatorship_of_Chile_(1973%E2%80%9390)","Military dictatorship of Chile (1973–90)","NULL","NULL","National Anthem of Chile","http://dbpedia.org/resource/National_Anthem_of_Chile","NULL","NULL","NULL","NULL","NULL","NULL","1990-03-11","1990-01-01T00:00:00+02:00","NULL","NULL","NULL","1973-09-11","1973-01-01T00:00:00+02:00","Military dictatorship","http://dbpedia.org/resource/Military_dictatorship","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Min_(Ten_Kingdoms)","Min (Ten Kingdoms)","NULL","NULL","NULL","NULL","NULL","Fuzhou","http://dbpedia.org/resource/Fuzhou","NULL","NULL","NULL","NULL","0945-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","0909-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Minerva_Reefs","Minerva Reefs","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Minerva.svg","1972-01-19","NULL","Republic","http://dbpedia.org/resource/Republic","English language","http://dbpedia.org/resource/English_language","NULL","NULL","President","Republic of Minerva","Land of the Rising Atoll","English language","http://dbpedia.org/resource/English_language","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Ming_dynasty","Ming dynasty","NULL","NULL","NULL","NULL","NULL","{Nanjing|Beijing}","{http://dbpedia.org/resource/Nanjing|http://dbpedia.org/resource/Beijing}","{Bimetallism|Tael|Sycee|Cash (Chinese coin)|Chinese cash (currency unit)}","{http://dbpedia.org/resource/Bimetallism|http://dbpedia.org/resource/Tael|http://dbpedia.org/resource/Sycee|http://dbpedia.org/resource/Cash_(Chinese_coin)|http://dbpedia.org/resource/Chinese_cash_(currency_unit)}","NULL","1644-04-25","1644-01-01T00:00:00+02:00","NULL","NULL","NULL","1368-01-23","1368-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Miniconjou","Miniconjou","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Minnesota_Chippewa_Tribe","Minnesota Chippewa Tribe","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{1934-06-18|1936-07-26}","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{Executive Director|President|Vice President}","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Minyue","Minyue","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Ancient Chinese coinage","http://dbpedia.org/resource/Ancient_Chinese_coinage","NULL","NULL","-111-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","-334-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Misl","Misl","NULL","NULL","Deg Tegh Fateh","http://dbpedia.org/resource/Deg_Tegh_Fateh","NULL","Amritsar","http://dbpedia.org/resource/Amritsar","Nanakshahi calendar","http://dbpedia.org/resource/Nanakshahi_calendar","NULL","NULL","1799-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","1748-01-01T00:00:00+02:00","Federal monarchy","http://dbpedia.org/resource/Federal_monarchy","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Mlechchha_dynasty","Mlechchha dynasty","NULL","NULL","NULL","NULL","NULL","Tezpur","http://dbpedia.org/resource/Tezpur","NULL","NULL","NULL","NULL","0900-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","0650-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Moche_culture","Moche culture","NULL","NULL","NULL","NULL","NULL","Moche Trujillo","http://dbpedia.org/resource/Moche,_Trujillo","NULL","NULL","NULL","NULL","0700-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","0100-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Moh%C3%A9li","Mohéli","211.0","NULL","NULL","NULL","2.11e+08","Fomboni","http://dbpedia.org/resource/Fomboni","Comorian franc","http://dbpedia.org/resource/Comorian_franc","NULL","NULL","NULL","NULL","NULL","Flag of Mohéli (official).svg","NULL","NULL","Autonomy","http://dbpedia.org/resource/Autonomy","{Arabic language|Comorian language}","{http://dbpedia.org/resource/Arabic_language|http://dbpedia.org/resource/Comorian_language}","Mohamed_Ali_Said","http://dbpedia.org/resource/Mohamed_Ali_Said","President","Autonomous Island of Mohéli","NULL","{Arabic language|Comorian language}","{http://dbpedia.org/resource/Arabic_language|http://dbpedia.org/resource/Comorian_language}","NULL","38000","East Africa Time","http://dbpedia.org/resource/East_Africa_Time"
"http://dbpedia.org/resource/Mohegan_Indian_Tribe","Mohegan Indian Tribe","{2.05|2.04609060716544}","NULL","NULL","NULL","{2.04609e+06|2.05e+06}","Uncasville Connecticut","http://dbpedia.org/resource/Uncasville,_Connecticut","United States dollar","http://dbpedia.org/resource/United_States_dollar","NULL","NULL","NULL","NULL","NULL","NULL","{1638-09-21|1994-03-07}","NULL","Republic","http://dbpedia.org/resource/Republic","{Mohegan people|English language}","{http://dbpedia.org/resource/Mohegan_people|http://dbpedia.org/resource/English_language}","NULL","NULL","{Council of Elders Chairman|Tribal Council Chairman}","Mohegan Tribe of Indians of Connecticut","{Mundu Wigo(Mohegan)|The Creator is Good}","{Mohegan people|English language}","{http://dbpedia.org/resource/Mohegan_people|http://dbpedia.org/resource/English_language}","NULL","1920","Eastern Time Zone","http://dbpedia.org/resource/Eastern_Time_Zone"
"http://dbpedia.org/resource/Moldavia","Moldavia","NULL","NULL","NULL","NULL","NULL","{Siret|Iași|Suceava|Baia}","{http://dbpedia.org/resource/Siret|http://dbpedia.org/resource/Ia%C8%99i|http://dbpedia.org/resource/Suceava|http://dbpedia.org/resource/Baia}","Thaler","http://dbpedia.org/resource/Thaler","NULL","1859-02-05","1859-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","1346-01-01T00:00:00+02:00","Principality","http://dbpedia.org/resource/Principality","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Moldavian_Democratic_Republic","Moldavian Democratic Republic","NULL","NULL","NULL","NULL","NULL","Chișinău","http://dbpedia.org/resource/Chi%C8%99in%C4%83u","NULL","NULL","NULL","1927-04-09","1918-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","1917-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Moldavian_Soviet_Socialist_Republic","Moldavian Soviet Socialist Republic","NULL","NULL","Anthem of the Moldavian Soviet Socialist Republic","http://dbpedia.org/resource/Anthem_of_the_Moldavian_Soviet_Socialist_Republic","NULL","Chișinău","http://dbpedia.org/resource/Chi%C8%99in%C4%83u","NULL","NULL","NULL","1991-08-27","1991-01-01T00:00:00+02:00","NULL","NULL","NULL","1940-08-02","1940-01-01T00:00:00+02:00","Republics of the Soviet Union","http://dbpedia.org/resource/Republics_of_the_Soviet_Union","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Moldova","Moldova","{33843.37463776051|33846.0}","{121.9|122.00828209941291}","Limba noastră","http://dbpedia.org/resource/Limba_noastr%C4%83","{3.38434e+10|3.3846e+10}","Chișinău","http://dbpedia.org/resource/Chi%C8%99in%C4%83u","Moldovan leu","http://dbpedia.org/resource/Moldovan_leu","Moldovan","NULL","NULL","NULL","NULL","Flag of Moldova.svg","{1990-06-23|1991-08-27}","NULL","NULL","NULL","{Romanian language|Ukrainian language}","{http://dbpedia.org/resource/Romanian_language|http://dbpedia.org/resource/Ukrainian_language}","{Igor Corman|Iurie Leancă|Nicolae Timofti}","{http://dbpedia.org/resource/Igor_Corman|http://dbpedia.org/resource/Iurie_Leanc%C4%83|http://dbpedia.org/resource/Nicolae_Timofti}","{President|Prime Minister|President of the Parliament}","Republic of Moldova","NULL","Romanian language","http://dbpedia.org/resource/Romanian_language","{121.9|122.008}","3559500","Eastern European Time","http://dbpedia.org/resource/Eastern_European_Time"
"http://dbpedia.org/resource/Monaco","Monaco","{2.02|2.02019072606208}","{18005.0|19002.78993698356}","Hymne Monégasque","http://dbpedia.org/resource/Hymne_Mon%C3%A9gasque","{2.02e+06|2.02019e+06}","Monaco-Ville","http://dbpedia.org/resource/Monaco-Ville","Euro sign","http://dbpedia.org/resource/Euro_sign","Monégasque Monacan","NULL","NULL","French people","http://dbpedia.org/resource/French_people","Flag of Monaco.svg","NULL","NULL","Unitary state","http://dbpedia.org/resource/Unitary_state","{French language|Monégasque dialect}","{http://dbpedia.org/resource/French_language|http://dbpedia.org/resource/Mon%C3%A9gasque_dialect}","{Albert II Prince of Monaco|Laurent Nouvion|Michel Roger}","{http://dbpedia.org/resource/Albert_II,_Prince_of_Monaco|http://dbpedia.org/resource/Laurent_Nouvion|http://dbpedia.org/resource/Michel_Roger}","{Prince|Minister of State|President of the National Council}","NULL","NULL","French language","http://dbpedia.org/resource/French_language","{18005.0|19002.8}","36371","Central European Time","http://dbpedia.org/resource/Central_European_Time"
"http://dbpedia.org/resource/Monarchy_of_Canada","Monarchy of Canada","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Monarchy_of_New_Zealand","Monarchy of New Zealand","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Monarchy_of_the_North","Monarchy of the North","NULL","NULL","NULL","NULL","NULL","Porto","http://dbpedia.org/resource/Porto","Portuguese real","http://dbpedia.org/resource/Portuguese_real","NULL","1919-02-14","1919-01-01T00:00:00+02:00","NULL","NULL","NULL","1919-01-19","1919-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Mondego_(San_Xi%C3%A1n)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Mondsee_Abbey","Mondsee Abbey","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1791-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","0788-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Mongol_Armenia","Mongol Armenia","NULL","NULL","NULL","NULL","NULL","Ani","http://dbpedia.org/resource/Ani","NULL","NULL","NULL","NULL","1335-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","1236-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Mongol_Empire","Mongol Empire","NULL","NULL","NULL","NULL","NULL","{Avarga|Karakorum}","{http://dbpedia.org/resource/Avarga|http://dbpedia.org/resource/Karakorum}","NULL","NULL","NULL","NULL","1368-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","1206-01-01T00:00:00+02:00","Elective monarchy","http://dbpedia.org/resource/Elective_monarchy","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Mongolia","Mongolia","{1564115.75|1564117.1297249033}","{1.84|1.8494293394183159}","National anthem of Mongolia","http://dbpedia.org/resource/National_anthem_of_Mongolia","1.56412e+12","Ulan Bator","http://dbpedia.org/resource/Ulan_Bator","Mongolian tögrög","http://dbpedia.org/resource/Mongolian_t%C3%B6gr%C3%B6g","Mongol Mongolian","NULL","NULL","{Mongols|Kazakhs}","{http://dbpedia.org/resource/Mongols|http://dbpedia.org/resource/Kazakhs}","Flag of Mongolia.svg","NULL","NULL","Unitary state","http://dbpedia.org/resource/Unitary_state","Mongolian Cyrillic alphabet","http://dbpedia.org/resource/Mongolian_Cyrillic_alphabet","{Tsakhiagiin Elbegdorj|Norovyn Altankhuyag}","{http://dbpedia.org/resource/Tsakhiagiin_Elbegdorj|http://dbpedia.org/resource/Norovyn_Altankhuyag}","{President|Prime Minister}","Mongolia","NULL","NULL","NULL","{1.84|1.84943}","3226516","NULL","NULL"
"http://dbpedia.org/resource/Mongolia_(1911%E2%80%9321)","Mongolia (1911–21)","NULL","NULL","NULL","NULL","NULL","Ulan Bator","http://dbpedia.org/resource/Ulan_Bator","Mongolian dollar","http://dbpedia.org/resource/Mongolian_dollar","NULL","NULL","1924-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","1911-01-01T00:00:00+02:00","{Theocracy|Absolute monarchy}","{http://dbpedia.org/resource/Theocracy|http://dbpedia.org/resource/Absolute_monarchy}","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Mongolia_during_the_Manchu_Qing_rule","Mongolia during the Manchu Qing rule","NULL","NULL","NULL","NULL","NULL","Uliastai","http://dbpedia.org/resource/Uliastai","NULL","NULL","NULL","NULL","1911-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","1635-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Mongolian_People's_Republic","Mongolian People's Republic","NULL","NULL","NULL","NULL","NULL","Ulan Bator","http://dbpedia.org/resource/Ulan_Bator","Mongolian tögrög","http://dbpedia.org/resource/Mongolian_t%C3%B6gr%C3%B6g","NULL","1992-02-13","1992-01-01T00:00:00+02:00","NULL","NULL","NULL","1924-11-26","1924-01-01T00:00:00+02:00","Communism","http://dbpedia.org/resource/Communism","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
